T(K)	P(bar)	rho_kgm3	VP_kms	VS_kms	Cp_Jm3K	alpha_pK	KS_bar	GS_bar
1805.13	28641	3540.67	7.96122	4.3923	4133820	3.02369e-05	1333340	683077
1805.13	29897.4	3546.64	7.98281	4.40246	4139530	3.00595e-05	1343580	687397
1805.13	31153.8	3552.53	8.00407	4.41243	4145150	2.9885e-05	1353720	691662
1805.13	32410.3	3558.28	8.02479	4.42213	4150620	2.97147e-05	1363660	695829
1805.13	33666.7	3563.94	8.04515	4.43161	4155980	2.9547e-05	1373500	699926
1805.13	34923.1	3569.45	8.0649	4.44075	4161190	2.93832e-05	1383120	703906
1805.13	36179.5	3574.84	8.08413	4.4496	4166260	2.92227e-05	1392560	707782
1805.13	37435.9	3580.09	8.10275	4.45811	4171180	2.90657e-05	1401780	711534
1805.13	38692.3	3585.23	8.12084	4.46631	4175960	2.89118e-05	1410810	715179
1805.13	39948.7	3590.2	8.13823	4.47411	4180570	2.87614e-05	1419580	718674
1805.13	41205.1	3595.05	8.15507	4.48161	4185040	2.86143e-05	1428150	722062
1805.13	42461.5	3599.66	8.17088	4.48868	4189270	2.84755e-05	1436230	725270
1805.13	43717.9	3604.42	8.18722	4.49571	4193600	2.83284e-05	1444720	728505
1805.13	44974.4	3608.93	8.20251	4.5023	4197690	2.81894e-05	1452720	731554
1805.13	46230.8	3613.34	8.21735	4.50864	4201670	2.80533e-05	1460550	734515
1805.13	47487.2	3617.64	8.23166	4.51469	4205530	2.792e-05	1468170	737364
1805.13	48743.6	3621.87	8.24564	4.52054	4209310	2.77887e-05	1475680	740140
1805.13	50000	3626.02	8.25925	4.52618	4213010	2.76595e-05	1483050	742839
1841.03	1000	3052.12	6.31676	3.54256	3599020	3.90163e-05	707127	383033
1841.03	2256.41	3066.22	6.36148	3.5638	3611420	3.84002e-05	721611	389432
1841.03	3512.82	3081.69	6.4022	3.58646	3626670	3.8e-05	734609	396388
1841.03	4769.23	3099.52	6.44103	3.61236	3645950	3.78153e-05	746610	404462
1841.03	6025.64	3121.1	6.47974	3.64387	3671070	3.78794e-05	757905	414413
1841.03	7282.05	3148.54	6.52041	3.68449	3704880	3.82612e-05	768720	427429
1841.03	8538.46	3178.01	6.56203	3.72845	3741340	3.87143e-05	779411	441787
1841.03	9794.87	3183.8	6.5893	3.73471	3742860	3.79752e-05	790267	444077
1841.03	11051.3	3189.53	6.61636	3.74109	3744650	3.72789e-05	801055	446399
1841.03	12307.7	3195.14	6.64249	3.74722	3746560	3.6621e-05	811581	448651
1841.03	13564.1	3200.66	6.66799	3.75322	3748610	3.5998e-05	821925	450867
1841.03	14820.5	3206.09	6.69251	3.75911	3750780	3.54122e-05	831933	453048
1841.03	16076.9	3211.45	6.71735	3.76492	3753070	3.48435e-05	842149	455211
1841.03	17333.3	3216.73	6.74129	3.77063	3755450	3.43068e-05	852051	457344
1841.03	18589.7	3436.09	7.55461	4.18865	4026620	3.24777e-05	1157250	602853
1841.03	19846.2	3488.61	7.77083	4.29574	4089620	3.18112e-05	1248270	643766
1841.03	21102.6	3495.34	7.79482	4.30717	4096110	3.16064e-05	1259150	648444
1841.03	22359	3501.96	7.8185	4.31844	4102490	3.14054e-05	1269940	653077
1841.03	23615.4	3508.49	7.8419	4.32956	4108780	3.1208e-05	1280670	657670
1841.03	24871.8	3514.96	7.86516	4.34061	4115010	3.10134e-05	1291380	662251
1841.03	26128.2	3521.3	7.88796	4.35143	4121100	3.08233e-05	1301940	666757
1841.03	27384.6	3527.57	7.91056	4.36214	4127120	3.06357e-05	1312470	671235
1841.03	28641	3533.73	7.93276	4.37262	4133020	3.0452e-05	1322870	675644
1841.03	29897.4	3539.84	7.95481	4.38306	4138870	3.02712e-05	1333250	680045
1841.03	31153.8	3545.88	7.97665	4.3934	4144650	3.00935e-05	1343570	684424
1841.03	32410.3	3551.7	7.99754	4.40315	4150180	2.992e-05	1353560	688595
1841.03	33666.7	3557.43	8.01812	4.4127	4155610	2.97485e-05	1363480	692700
1841.03	34923.1	3563.11	8.03852	4.42227	4161000	2.95818e-05	1373310	696819
1841.03	36179.5	3568.63	8.05822	4.43141	4166200	2.94185e-05	1382910	700785
1841.03	37435.9	3574.03	8.07746	4.44027	4171280	2.92579e-05	1392350	704657
1841.03	38692.3	3579.29	8.09604	4.44877	4176200	2.9101e-05	1401550	708396
1841.03	39948.7	3584.44	8.11419	4.45701	4181000	2.89469e-05	1410600	712047
1841.03	41205.1	3589.46	8.1317	4.46488	4185630	2.8796e-05	1419430	715564
1841.03	42461.5	3594.34	8.14863	4.47243	4190130	2.86484e-05	1428030	718962
1841.03	43717.9	3599.1	8.16498	4.47965	4194480	2.85039e-05	1436420	722239
1841.03	44974.4	3603.76	8.18092	4.48665	4198740	2.83624e-05	1444650	725438
1841.03	46230.8	3608.32	8.19639	4.49333	4202870	2.82226e-05	1452740	728521
1841.03	47487.2	3612.76	8.21132	4.49974	4206880	2.80863e-05	1460590	731500
1841.03	48743.6	3617.13	8.22594	4.50597	4210810	2.79518e-05	1468350	734413
1841.03	50000	3621.38	8.23994	4.51183	4214600	2.78201e-05	1475870	737188
1876.92	1000	3048.73	6.2683	3.52839	3611000	4.05701e-05	691821	379553
1876.92	2256.41	3064.26	6.31946	3.55269	3624230	3.98303e-05	708051	386758
1876.92	3512.82	3081.12	6.36458	3.57809	3640710	3.93717e-05	722140	394468
1876.92	4769.23	3100.48	6.40665	3.60682	3661710	3.91781e-05	734802	403347
1876.92	6025.64	3123.94	6.44799	3.64166	3689270	3.92811e-05	746445	414287
1876.92	7282.05	3153.73	6.49107	3.68643	3726390	3.97483e-05	757345	428584
1876.92	8538.46	3172.72	6.52779	3.71397	3746920	3.96055e-05	768452	437632
1876.92	9794.87	3178.67	6.55648	3.72056	3748100	3.88051e-05	779749	440010
1876.92	11051.3	3184.5	6.58433	3.72701	3749520	3.8055e-05	790794	442347
1876.92	12307.7	3190.22	6.61139	3.73331	3751140	3.73491e-05	801611	444639
1876.92	13564.1	3195.84	6.63775	3.73947	3752930	3.66838e-05	812218	446896
1876.92	14820.5	3201.37	6.66346	3.74551	3754870	3.60535e-05	822642	449115
1876.92	16076.9	3206.81	6.68859	3.75145	3756940	3.5456e-05	832900	451306
1876.92	17333.3	3213.45	6.71565	3.7594	3760890	3.49166e-05	843717	454160
1876.92	18589.7	3311.32	7.04987	3.93656	3881050	3.41688e-05	961563	513138
1876.92	19846.2	3481	7.74077	4.27511	4088110	3.20499e-05	1237520	636208
1876.92	21102.6	3487.81	7.76492	4.28663	4094680	3.18418e-05	1248420	640892
1876.92	22359	3494.52	7.78881	4.29802	4101140	3.16377e-05	1259250	645543
1876.92	23615.4	3501.15	7.81248	4.30932	4107530	3.14373e-05	1270020	650173
1876.92	24871.8	3507.7	7.8359	4.32046	4113830	3.12397e-05	1280760	654761
1876.92	26128.2	3514.13	7.85896	4.33143	4120010	3.10461e-05	1291380	659295
1876.92	27384.6	3520.48	7.88173	4.34224	4126100	3.08561e-05	1301930	663788
1876.92	28641	3526.77	7.90436	4.35298	4132140	3.06687e-05	1312470	668267
1876.92	29897.4	3532.94	7.92656	4.36349	4138050	3.04852e-05	1322860	672676
1876.92	31153.8	3539.03	7.94846	4.37384	4143860	3.03047e-05	1333180	677032
1876.92	32410.3	3545	7.9699	4.38393	4149550	3.01279e-05	1343350	681307
1876.92	33666.7	3550.88	7.99106	4.39388	4155150	2.99541e-05	1353430	685541
1876.92	34923.1	3556.66	8.0118	4.4036	4160640	2.97837e-05	1363390	689698
1876.92	36179.5	3562.31	8.03198	4.41299	4165970	2.96166e-05	1373150	693743
1876.92	37435.9	3567.83	8.05161	4.42209	4171170	2.94531e-05	1382720	697685
1876.92	38692.3	3573.27	8.07098	4.43105	4176290	2.92924e-05	1392210	701585
1876.92	39948.7	3578.54	8.08954	4.43953	4181200	2.91352e-05	1401410	705308
1876.92	41205.1	3583.69	8.10761	4.44774	4185980	2.89814e-05	1410430	708940
1876.92	42461.5	3588.74	8.12525	4.4557	4190660	2.88302e-05	1419300	712480
1876.92	43717.9	3593.64	8.14223	4.46328	4195170	2.86824e-05	1427920	715884
1876.92	44974.4	3598.45	8.15875	4.4706	4199560	2.85372e-05	1436390	719194
1876.92	46230.8	3603.14	8.17478	4.47763	4203840	2.83949e-05	1444670	722399
1876.92	47487.2	3607.72	8.19032	4.48438	4207990	2.82551e-05	1452770	725502
1876.92	48743.6	3612.21	8.20537	4.49087	4212040	2.81182e-05	1460690	728505
1876.92	50000	3616.59	8.22	4.4971	4215970	2.79836e-05	1468450	731418
1912.82	1000	3045.01	6.21407	3.51356	3624940	4.24063e-05	674610	375910
1912.82	2256.41	3062.22	6.27298	3.5414	3639000	4.15009e-05	692926	384049
1912.82	3512.82	3080.69	6.32347	3.56998	3656770	4.09593e-05	708349	392627
1912.82	4769.23	3101.83	6.36939	3.60201	3679720	4.0751e-05	721788	402447
1912.82	6025.64	3127.35	6.41374	3.64056	3709940	4.08931e-05	733815	414490
1912.82	7282.05	3159.62	6.45951	3.68981	3750550	4.14486e-05	744795	430174
1912.82	8538.46	3167.25	6.49157	3.69916	3753090	4.05875e-05	756829	433399
1912.82	9794.87	3173.35	6.52159	3.70594	3753800	3.97127e-05	768559	435829
1912.82	11051.3	3179.32	6.5507	3.71263	3754830	3.88992e-05	779999	438226
1912.82	12307.7	3185.17	6.57889	3.71915	3756110	3.81381e-05	791164	440575
1912.82	13564.1	3190.91	6.60622	3.72547	3757580	3.74218e-05	802085	442870
1912.82	14820.5	3196.54	6.63283	3.73168	3759250	3.67476e-05	812792	445132
1912.82	16076.9	3202.08	6.65875	3.73775	3761070	3.61102e-05	823295	447355
1912.82	17333.3	3211.98	6.69293	3.75126	3769240	3.56081e-05	836166	451989
1912.82	18589.7	3239.92	6.76233	3.79545	3802600	3.55404e-05	859289	466723
1912.82	19846.2	3465.26	7.6536	4.23527	4077340	3.26704e-05	1201090	621581
1912.82	21102.6	3480.22	7.73495	4.26601	4093130	3.20791e-05	1237720	633358
1912.82	22359	3487.03	7.75908	4.27755	4099690	3.18718e-05	1248590	638037
1912.82	23615.4	3493.75	7.78296	4.28897	4106170	3.1668e-05	1259410	642683
1912.82	24871.8	3500.36	7.8065	4.3002	4112530	3.14679e-05	1270140	647276
1912.82	26128.2	3506.89	7.82982	4.31131	4118800	3.12713e-05	1280820	651841
1912.82	27384.6	3513.35	7.85292	4.32231	4125000	3.10777e-05	1291460	656376
1912.82	28641	3519.71	7.87568	4.33313	4131100	3.08879e-05	1302000	660862
1912.82	29897.4	3525.98	7.89817	4.34382	4137100	3.07014e-05	1312470	665310
1912.82	31153.8	3532.16	7.92036	4.35434	4143020	3.0518e-05	1322860	669708
1912.82	32410.3	3538.25	7.9422	4.36466	4148820	3.03377e-05	1333150	674045
1912.82	33666.7	3544.22	7.9636	4.37475	4154510	3.01612e-05	1343300	678308
1912.82	34923.1	3550.09	7.9846	4.3846	4160070	2.99876e-05	1353330	682494
1912.82	36179.5	3555.87	8.00529	4.39432	4165560	2.98177e-05	1363250	686640
1912.82	37435.9	3561.54	8.02555	4.40378	4170920	2.96505e-05	1373040	690698
1912.82	38692.3	3567.08	8.04521	4.41289	4176120	2.94869e-05	1382620	694639
1912.82	39948.7	3572.5	8.06443	4.42176	4181210	2.93262e-05	1392060	698493
1912.82	41205.1	3577.8	8.08306	4.43028	4186140	2.9169e-05	1401280	702229
1912.82	42461.5	3582.98	8.10123	4.43856	4190960	2.90147e-05	1410340	705876
1912.82	43717.9	3588.05	8.11889	4.44655	4195640	2.88635e-05	1419220	709421
1912.82	44974.4	3592.98	8.13594	4.45417	4200170	2.87155e-05	1427870	712835
1912.82	46230.8	3597.81	8.15252	4.46153	4204590	2.85699e-05	1436370	716152
1912.82	47487.2	3602.53	8.16862	4.46862	4208880	2.84274e-05	1444680	719373
1912.82	48743.6	3607.15	8.18426	4.47543	4213070	2.82873e-05	1452820	722492
1912.82	50000	3611.67	8.19945	4.48199	4217140	2.81497e-05	1460800	725521
1948.72	1000	3041.02	6.15376	3.49828	3641570	4.45923e-05	655383	372160
1948.72	2256.41	3060.12	6.22143	3.53006	3656310	4.34746e-05	676013	381331
1948.72	3512.82	3080.47	6.2782	3.56232	3675470	4.28238e-05	692972	390916
1948.72	4769.23	3103.59	6.32865	3.59804	3700470	4.25845e-05	707327	401787
1948.72	6025.64	3131.39	6.37643	3.64074	3733590	4.27652e-05	719770	415065
1948.72	7282.05	3155.08	6.41967	3.67643	3760190	4.27202e-05	731684	426445
1948.72	8538.46	3161.55	6.45289	3.68386	3759960	4.16767e-05	744399	429048
1948.72	9794.87	3167.84	6.48469	3.69103	3760150	4.07156e-05	756681	431576
1948.72	11051.3	3173.97	6.51527	3.69797	3760700	3.98258e-05	768591	434040
1948.72	12307.7	3179.97	6.54474	3.70469	3761550	3.89975e-05	780170	436443
1948.72	13564.1	3185.83	6.57324	3.71123	3762660	3.82231e-05	791461	438793
1948.72	14820.5	3191.58	6.60086	3.7176	3763990	3.74968e-05	802489	441095
1948.72	16076.9	3197.23	6.62772	3.72384	3765520	3.68135e-05	813289	443360
1948.72	17333.3	3210.37	6.66929	3.74292	3777860	3.63409e-05	828281	449754
1948.72	18589.7	3238.13	6.73959	3.78698	3810770	3.62268e-05	851643	464389
1948.72	19846.2	3408.59	7.39064	4.11161	4017400	3.39826e-05	1093510	576234
1948.72	21102.6	3467.83	7.67083	4.23394	4086100	3.25453e-05	1211660	621652
1948.72	22359	3479.46	7.72921	4.25693	4098120	3.21078e-05	1237950	630529
1948.72	23615.4	3486.27	7.75329	4.26847	4104680	3.19009e-05	1248800	635193
1948.72	24871.8	3492.97	7.77705	4.27985	4111120	3.16982e-05	1259550	639813
1948.72	26128.2	3499.6	7.80061	4.29111	4117490	3.14983e-05	1270280	644404
1948.72	27384.6	3506.14	7.82392	4.30223	4123770	3.13017e-05	1280960	648959
1948.72	28641	3512.61	7.84702	4.31326	4129980	3.11086e-05	1291590	653495
1948.72	29897.4	3518.95	7.86965	4.32403	4136040	3.09193e-05	1302070	657945
1948.72	31153.8	3525.22	7.89209	4.33469	4142040	3.07329e-05	1312520	662373
1948.72	32410.3	3531.4	7.91421	4.34519	4147940	3.055e-05	1322880	666752
1948.72	33666.7	3537.49	7.936	4.3555	4153740	3.03702e-05	1333140	671075
1948.72	34923.1	3543.43	7.95721	4.36548	4159380	3.01939e-05	1343220	675285
1948.72	36179.5	3549.33	7.97832	4.37543	4164990	3.00206e-05	1353280	679498
1948.72	37435.9	3555.12	7.99897	4.38512	4170470	2.98505e-05	1363190	683623
1948.72	38692.3	3560.79	8.01912	4.39452	4175810	2.96836e-05	1372940	687653
1948.72	39948.7	3566.34	8.03882	4.40368	4181030	2.952e-05	1382540	691598
1948.72	41205.1	3571.79	8.05808	4.41258	4186130	2.93595e-05	1391980	695458
1948.72	42461.5	3577.12	8.07682	4.42118	4191090	2.92018e-05	1401250	699212
1948.72	43717.9	3582.3	8.09494	4.42942	4195900	2.90473e-05	1410300	702838
1948.72	44974.4	3587.38	8.11257	4.43739	4200580	2.88963e-05	1419160	706372
1948.72	46230.8	3592.35	8.12976	4.4451	4205150	2.87475e-05	1427880	709809
1948.72	47487.2	3597.21	8.14644	4.45253	4209600	2.8602e-05	1436410	713150
1948.72	48743.6	3601.97	8.16267	4.45971	4213930	2.8459e-05	1444770	716396
1948.72	50000	3606.61	8.17835	4.46655	4218120	2.83185e-05	1452940	719521
1984.62	1000	3036.82	6.08706	3.48292	3661860	4.72163e-05	634028	368389
1984.62	2256.41	3057.99	6.16407	3.51884	3677000	4.58353e-05	657044	378647
1984.62	3512.82	3080.47	6.22802	3.55521	3697530	4.50388e-05	675719	389356
1984.62	4769.23	3105.83	6.28364	3.5951	3724750	4.47536e-05	691082	401422
1984.62	6025.64	3136.05	6.33538	3.64226	3760820	4.49598e-05	704010	416031
1984.62	7282.05	3148.87	6.37587	3.66028	3768780	4.40695e-05	717571	421874
1984.62	8538.46	3155.59	6.41148	3.66814	3767760	4.28995e-05	731049	424594
1984.62	9794.87	3162.1	6.44534	3.67568	3767270	4.18315e-05	743985	427220
1984.62	11051.3	3168.43	6.47765	3.68292	3767230	4.08494e-05	756456	429761
1984.62	12307.7	3174.59	6.5087	3.68993	3767580	3.99418e-05	768537	432240
1984.62	13564.1	3180.6	6.53854	3.6967	3768240	3.90983e-05	780258	434648
1984.62	14820.5	3186.49	6.56739	3.7033	3769190	3.83119e-05	791675	437009
1984.62	16076.9	3192.26	6.59538	3.70974	3770380	3.75743e-05	802837	439325
1984.62	17333.3	3208.61	6.64458	3.73437	3786830	3.71221e-05	820008	447456
1984.62	18589.7	3236.22	6.71591	3.77834	3819260	3.69555e-05	843649	461998
1984.62	19846.2	3268.13	6.79531	3.82992	3857630	3.68954e-05	869929	479380
1984.62	21102.6	3449.72	7.56692	4.18881	4073060	3.33406e-05	1168200	605293
1984.62	22359	3470.22	7.68743	4.23229	4094610	3.24243e-05	1221990	621595
1984.62	23615.4	3478.72	7.7235	4.24787	4103080	3.21362e-05	1238190	627715
1984.62	24871.8	3485.54	7.74756	4.25942	4109630	3.19298e-05	1249020	632370
1984.62	26128.2	3492.25	7.77132	4.27082	4116080	3.1727e-05	1259780	636982
1984.62	27384.6	3498.88	7.79484	4.28208	4122440	3.15276e-05	1270490	641562
1984.62	28641	3505.41	7.81807	4.29318	4128710	3.13318e-05	1281120	646097
1984.62	29897.4	3511.86	7.84102	4.30415	4134880	3.11394e-05	1291690	650595
1984.62	31153.8	3518.21	7.86366	4.31492	4140950	3.095e-05	1302180	655038
1984.62	32410.3	3524.5	7.88612	4.32562	4146960	3.07641e-05	1312620	659469
1984.62	33666.7	3530.71	7.90833	4.33618	4152890	3.05808e-05	1323020	663860
1984.62	34923.1	3536.75	7.92983	4.34634	4158630	3.04019e-05	1333170	668114
1984.62	36179.5	3542.72	7.95114	4.35639	4164300	3.02258e-05	1343270	672344
1984.62	37435.9	3548.58	7.97196	4.36623	4169850	3.00543e-05	1353200	676499
1984.62	38692.3	3554.41	7.9928	4.37599	4175370	2.98826e-05	1363200	680645
1984.62	39948.7	3560.08	8.01288	4.38537	4180700	2.9716e-05	1372920	684654
1984.62	41205.1	3565.64	8.03257	4.39452	4185920	2.95523e-05	1382510	688591
1984.62	42461.5	3571.09	8.05175	4.40339	4191010	2.9392e-05	1391920	692428
1984.62	43717.9	3576.43	8.07048	4.412	4195980	2.92345e-05	1401190	696178
1984.62	44974.4	3581.64	8.08863	4.42028	4200800	2.90803e-05	1410240	699812
1984.62	46230.8	3586.75	8.10639	4.42832	4205520	2.89284e-05	1419170	703362
1984.62	47487.2	3591.75	8.12366	4.43609	4210110	2.87797e-05	1427910	706819
1984.62	48743.6	3596.63	8.14037	4.44354	4214560	2.86339e-05	1436450	710158
1984.62	50000	3601.42	8.15668	4.45075	4218910	2.84902e-05	1444860	713411
2020.51	1000	3032.49	6.01337	3.4678	3687110	5.0402e-05	610331	364676
2020.51	2256.41	3055.89	6.09998	3.50795	3702240	4.86984e-05	635689	376048
2020.51	3512.82	3080.73	6.17187	3.54881	3723970	4.771e-05	656195	387988
2020.51	4769.23	3108.51	6.23344	3.59323	3753320	4.73443e-05	672704	401350
2020.51	6025.64	3134.96	6.28698	3.63455	3781620	4.7093e-05	686960	414127
2020.51	7282.05	3142.3	6.32819	3.64347	3778740	4.56124e-05	702184	417135
2020.51	8538.46	3149.33	6.36674	3.65188	3776720	4.42863e-05	716590	420003
2020.51	9794.87	3156.1	6.40307	3.65985	3775370	4.30855e-05	730321	422744
2020.51	11051.3	3162.65	6.43758	3.66749	3774610	4.19911e-05	743490	425391
2020.51	12307.7	3169.01	6.47043	3.6748	3774320	4.09876e-05	756154	427948
2020.51	13564.1	3175.2	6.50192	3.68187	3774450	4.00618e-05	768400	430435
2020.51	14820.5	3181.25	6.53224	3.68872	3774930	3.92018e-05	780298	432860
2020.51	16076.9	3187.14	6.56139	3.69534	3775700	3.84028e-05	791826	435222
2020.51	17333.3	3206.68	6.61867	3.72558	3796190	3.7959e-05	811294	445086
2020.51	18589.7	3234.1	6.69111	3.76941	3828010	3.77304e-05	835250	459515
2020.51	19846.2	3265.53	6.77093	3.82031	3865440	3.76088e-05	861637	476598
2020.51	21102.6	3427.11	7.4337	4.13423	4056010	3.4467e-05	1112810	585757
2020.51	22359	3452.96	7.58805	4.18879	4082360	3.31735e-05	1180360	605854
2020.51	23615.4	3471.11	7.69354	4.2271	4101360	3.23734e-05	1227590	620230
2020.51	24871.8	3478.01	7.71782	4.2388	4108000	3.21639e-05	1238460	624909
2020.51	26128.2	3484.82	7.74184	4.25036	4114550	3.19581e-05	1249260	629551
2020.51	27384.6	3491.53	7.76557	4.26176	4120990	3.17558e-05	1260000	634152
2020.51	28641	3498.16	7.78908	4.27304	4127360	3.15569e-05	1270690	638726
2020.51	29897.4	3504.69	7.81219	4.28409	4133600	3.13614e-05	1281280	643231
2020.51	31153.8	3511.14	7.83516	4.29506	4139780	3.11689e-05	1291850	647720
2020.51	32410.3	3517.51	7.85781	4.30589	4145860	3.09802e-05	1302330	652169
2020.51	33666.7	3523.77	7.88007	4.31648	4151820	3.07948e-05	1312700	656547
2020.51	34923.1	3529.94	7.90203	4.32692	4157700	3.06127e-05	1322990	660883
2020.51	36179.5	3536.04	7.92378	4.33724	4163500	3.04333e-05	1333230	665188
2020.51	37435.9	3542.03	7.94508	4.3473	4169170	3.02571e-05	1343340	669409
2020.51	38692.3	3547.89	7.96592	4.35715	4174730	3.00855e-05	1353270	673558
2020.51	39948.7	3553.69	7.98647	4.36675	4180190	2.99147e-05	1363160	677636
2020.51	41205.1	3559.38	8.00663	4.37619	4185540	2.9748e-05	1372910	681658
2020.51	42461.5	3564.97	8.02637	4.38539	4190780	2.95845e-05	1382510	685603
2020.51	43717.9	3570.43	8.04554	4.39426	4195870	2.9424e-05	1391920	689432
2020.51	44974.4	3575.79	8.06431	4.40289	4200860	2.92663e-05	1401200	693183
2020.51	46230.8	3581.03	8.08255	4.41123	4205710	2.91118e-05	1410290	696831
2020.51	47487.2	3586.15	8.10032	4.41929	4210430	2.89598e-05	1419220	700379
2020.51	48743.6	3591.17	8.11757	4.42706	4215030	2.88112e-05	1427960	703828
2020.51	50000	3596.09	8.13441	4.4346	4219520	2.8665e-05	1436560	707194
2056.41	1000	3031.98	5.95712	3.46261	3720350	5.38021e-05	591270	363523
2056.41	2256.41	3053.82	6.02781	3.49761	3733640	5.22276e-05	611479	373583
2056.41	3512.82	3081.22	6.10843	3.54325	3756150	5.09798e-05	633913	386836
2056.41	4769.23	3111.54	6.1768	3.59244	3787250	5.04777e-05	651725	401565
2056.41	6025.64	3127.49	6.23024	3.61619	3794970	4.91271e-05	668663	408976
2056.41	7282.05	3135.28	6.27583	3.6259	3790470	4.74013e-05	685264	412200
2056.41	8538.46	3142.69	6.31804	3.63496	3787130	4.5874e-05	700831	415243
2056.41	9794.87	3149.79	6.35743	3.64349	3784700	4.45087e-05	715535	418133
2056.41	11051.3	3156.61	6.3945	3.65157	3783020	4.32763e-05	729527	420900
2056.41	12307.7	3163.2	6.4296	3.65927	3781960	4.21553e-05	742912	423560
2056.41	13564.1	3169.59	6.463	3.66666	3781420	4.11297e-05	755774	426132
2056.41	14820.5	3175.81	6.49497	3.6738	3781330	4.01855e-05	768194	428633
2056.41	16076.9	3184.81	6.52646	3.68482	3786020	3.937e-05	779985	432431
2056.41	17333.3	3200.97	6.55876	3.70568	3801900	3.87669e-05	790891	439559
2056.41	18589.7	3231.8	6.66507	3.76021	3837140	3.85604e-05	826400	456951
2056.41	19846.2	3262.69	6.74532	3.81031	3873450	3.83666e-05	852910	473693
2056.41	21102.6	3331.39	6.98181	3.93451	3954590	3.74173e-05	936294	515711
2056.41	22359	3431.53	7.46099	4.13645	4066420	3.42334e-05	1127350	587144
2056.41	23615.4	3455.98	7.6084	4.18836	4091360	3.3012e-05	1192240	606260
2056.41	24871.8	3470.44	7.68805	4.21809	4106300	3.23997e-05	1227950	617470
2056.41	26128.2	3477.33	7.71228	4.22979	4112930	3.2191e-05	1238780	622135
2056.41	27384.6	3484.14	7.73627	4.24137	4119470	3.19857e-05	1249560	626769
2056.41	28641	3490.86	7.75997	4.25277	4125910	3.17838e-05	1260280	631357
2056.41	29897.4	3497.47	7.78333	4.26398	4132240	3.15854e-05	1270920	635893
2056.41	31153.8	3503.97	7.80633	4.275	4138450	3.13909e-05	1281450	640372
2056.41	32410.3	3510.46	7.82935	4.28603	4144660	3.11986e-05	1292040	644873
2056.41	33666.7	3516.83	7.85199	4.29683	4150740	3.10097e-05	1302510	649305
2056.41	34923.1	3523.11	7.87433	4.30749	4156730	3.08241e-05	1312920	653696
2056.41	36179.5	3529.27	7.89616	4.31787	4162570	3.06426e-05	1323140	657996
2056.41	37435.9	3535.36	7.91783	4.32816	4168360	3.04637e-05	1333350	662280
2056.41	38692.3	3541.32	7.93891	4.33811	4173980	3.02882e-05	1343370	666447
2056.41	39948.7	3547.24	7.95995	4.34806	4179590	3.01155e-05	1353390	670628
2056.41	41205.1	3553.04	7.98046	4.35769	4185050	2.99457e-05	1363240	674703
2056.41	42461.5	3558.73	8.00055	4.3671	4190390	2.97795e-05	1372950	678706
2056.41	43717.9	3564.33	8.02027	4.37632	4195640	2.96163e-05	1382550	682645
2056.41	44974.4	3569.79	8.03942	4.38517	4200730	2.94555e-05	1391960	686461
2056.41	46230.8	3575.17	8.05822	4.39384	4205730	2.9298e-05	1401240	690216
2056.41	47487.2	3580.58	8.0771	4.40257	4210770	2.9142e-05	1410600	694010
2056.41	48743.6	3585.56	8.09418	4.41022	4215300	2.89916e-05	1419250	697391
2056.41	50000	3590.76	8.11223	4.41849	4220120	2.88413e-05	1428320	701026
2092.31	1000	3032.76	5.89991	3.46092	3762090	5.78906e-05	571320	363263
2092.31	2256.41	3051.73	5.94562	3.48796	3773430	5.66583e-05	583774	371270
2092.31	3512.82	3081.87	6.03588	3.53859	3795910	5.50481e-05	608249	385900
2092.31	4769.23	3110.38	6.11021	3.58499	3819840	5.39266e-05	628250	399750
2092.31	6025.64	3119.37	6.1668	3.59677	3811190	5.1549e-05	648216	403545
2092.31	7282.05	3127.73	6.21782	3.60741	3804500	4.95007e-05	666521	407025
2092.31	8538.46	3135.62	6.26462	3.61732	3799430	4.77166e-05	683528	410295
2092.31	9794.87	3143.1	6.30775	3.62648	3795580	4.6141e-05	699422	413359
2092.31	11051.3	3150.25	6.34798	3.63512	3792750	4.47374e-05	714417	416276
2092.31	12307.7	3157.12	6.38577	3.64329	3790710	4.34727e-05	728661	419061
2092.31	13564.1	3163.75	6.4215	3.65108	3789350	4.23249e-05	742272	421739
2092.31	14820.5	3170.17	6.45544	3.65854	3788550	4.12765e-05	755332	424324
2092.31	16076.9	3183.39	6.49057	3.67562	3798700	4.04441e-05	767639	430082
2092.31	17333.3	3199.87	6.52536	3.69702	3814320	3.97591e-05	779375	437356
2092.31	18589.7	3229.29	6.63762	3.75072	3846720	3.94539e-05	817035	454293
2092.31	19846.2	3259.66	6.71846	3.80005	3881850	3.91795e-05	843725	470709
2092.31	21102.6	3294.07	6.80782	3.85692	3922580	3.89958e-05	873326	490019
2092.31	22359	3403.07	7.28888	4.0696	4044550	3.58353e-05	1056500	563605
2092.31	23615.4	3435.65	7.48715	4.13812	4076450	3.40088e-05	1141510	588322
2092.31	24871.8	3458.8	7.62808	4.18758	4100110	3.28557e-05	1203890	606528
2092.31	26128.2	3469.79	7.68263	4.20911	4111230	3.24257e-05	1228330	614730
2092.31	27384.6	3476.68	7.70678	4.2208	4117840	3.22176e-05	1239120	619375
2092.31	28641	3483.49	7.73073	4.23235	4124370	3.20124e-05	1249890	623989
