T(K)	P(bar)	rho_kgm3	VP_kms	VS_kms	Cp_Jm3K	alpha_pK	KS_bar	GS_bar
1087.18	12307.7	3135.59	7.50322	4.08336	3590700	2.23465e-05	1068190	522823
1087.18	13564.1	3185.17	7.61281	4.1713	3650590	2.31983e-05	1107020	554211
1087.18	14820.5	3367.25	8.00967	4.51747	3872950	2.70038e-05	1244020	687172
1087.18	16076.9	3493.68	8.32624	4.79594	4026770	2.95716e-05	1350600	803581
1087.18	17333.3	3499.64	8.35051	4.80819	4032710	2.93999e-05	1361570	809072
1087.18	18589.7	3504.86	8.37096	4.81817	4037830	2.92418e-05	1371100	813645
1087.18	19846.2	3509.62	8.38904	4.82673	4042430	2.90925e-05	1379740	817647
1087.18	21102.6	3514.06	8.40546	4.8343	4046670	2.89498e-05	1387740	821252
1087.18	22359	3518.25	8.42063	4.84112	4050640	2.88121e-05	1395280	824554
1087.18	23615.4	3526.69	8.46085	4.86028	4058770	2.84224e-05	1413830	833088
1087.18	24871.8	3534.83	8.49961	4.87823	4066560	2.80375e-05	1432090	841191
1087.18	26128.2	3542.61	8.5365	4.89482	4073950	2.76634e-05	1449850	848784
1087.18	27384.6	3550.08	8.57181	4.91023	4081000	2.72983e-05	1467210	855937
1087.18	28641	3557.23	8.60537	4.92447	4087710	2.69458e-05	1484020	862640
1087.18	29897.4	3564.04	8.63708	4.93757	4094080	2.66083e-05	1500210	868897
1087.18	31153.8	3570.51	8.66691	4.94958	4100110	2.62876e-05	1515710	874717
1087.18	32410.3	3576.81	8.69581	4.9609	4105950	2.59729e-05	1530990	880273
1087.18	33666.7	3582.74	8.7225	4.97113	4111440	2.56806e-05	1545330	885372
1087.18	34923.1	3588.51	8.74831	4.98077	4116760	2.53955e-05	1559410	890239
1087.18	36179.5	3593.81	8.77123	4.98919	4121640	2.51423e-05	1572120	894571
1087.18	37435.9	3598.97	8.79333	4.99712	4126380	2.48966e-05	1584540	898707
1087.18	38692.3	3603.88	8.81393	5.00438	4130890	2.46673e-05	1596290	902549
1087.18	39948.7	3608.58	8.83331	5.01108	4135220	2.44512e-05	1607480	906148
1087.18	41205.1	3613.07	8.85126	5.01719	4139330	2.4251e-05	1618000	909487
1087.18	42461.5	3617.38	8.86817	5.02284	4143280	2.40626e-05	1628030	912626
1087.18	43717.9	3621.53	8.8841	5.02808	4147090	2.38853e-05	1637600	915583
1087.18	44974.4	3625.55	8.89916	5.03297	4150780	2.37178e-05	1646750	918379
1087.18	46230.8	3629.42	8.91333	5.0375	4154330	2.35608e-05	1655460	921015
1087.18	47487.2	3633.17	8.92673	5.04172	4157770	2.34127e-05	1663790	923515
1087.18	48743.6	3636.82	8.93948	5.0457	4161130	2.32723e-05	1671810	925899
1087.18	50000	3640.36	8.95153	5.04941	4164380	2.31403e-05	1679460	928163
1123.08	1000	2909.36	6.87839	3.72872	3331590	2.22014e-05	837151	404500
1123.08	2256.41	2914.48	6.89895	3.73381	3336730	2.20017e-05	845405	406317
1123.08	3512.82	2919.71	6.91956	3.73909	3342020	2.1809e-05	853702	408199
1123.08	4769.23	2925.12	6.9403	3.74465	3347530	2.16242e-05	862069	410171
1123.08	6025.64	2930.77	6.96126	3.75059	3353360	2.14485e-05	870534	412270
1123.08	7282.05	2936.8	6.9826	3.75711	3359660	2.12843e-05	879147	414554
1123.08	8538.46	3017.19	7.13375	3.88643	3458260	2.27093e-05	927821	455727
1123.08	9794.87	3116.7	7.43383	4.04914	3578760	2.27765e-05	1041010	511000
1123.08	11051.3	3128.07	7.46931	4.06628	3591380	2.26424e-05	1055550	517215
1123.08	12307.7	3132.47	7.48708	4.07158	3595810	2.24992e-05	1063560	519293
1123.08	13564.1	3136.79	7.50443	4.07672	3600160	2.23601e-05	1071430	521323
1123.08	14820.5	3263.38	7.77181	4.3077	3755900	2.49643e-05	1163700	605561
1123.08	16076.9	3439.99	8.17071	4.66332	3973610	2.88229e-05	1299110	748080
1123.08	17333.3	3490.62	8.30869	4.7797	4034830	2.96656e-05	1346460	797449
1123.08	18589.7	3497.1	8.33554	4.79353	4041370	2.94861e-05	1358410	803562
1123.08	19846.2	3502.76	8.35821	4.80485	4046990	2.93211e-05	1368790	808666
1123.08	21102.6	3507.84	8.37793	4.8144	4051970	2.91667e-05	1378060	813063
1123.08	22359	3515.85	8.41495	4.83241	4059760	2.88285e-05	1394920	821027
1123.08	23615.4	3524.98	8.45891	4.85333	4068580	2.84078e-05	1415160	830301
1123.08	24871.8	3533.57	8.5001	4.87233	4076810	2.80023e-05	1434600	838855
1123.08	26128.2	3541.71	8.53895	4.88969	4084550	2.76104e-05	1453340	846789
1123.08	27384.6	3549.43	8.57559	4.90558	4091830	2.72329e-05	1471400	854160
1123.08	28641	3556.71	8.60982	4.92001	4098660	2.68742e-05	1488610	860954
1123.08	29897.4	3563.58	8.64178	4.93312	4105070	2.65348e-05	1505000	867222
1123.08	31153.8	3570.09	8.67169	4.94508	4111130	2.62131e-05	1520620	873023
1123.08	32410.3	3576.26	8.69959	4.95595	4116830	2.59104e-05	1535440	878381
1123.08	33666.7	3582.08	8.72553	4.96583	4122210	2.56266e-05	1549450	883324
1123.08	34923.1	3587.59	8.74954	4.97478	4127270	2.53627e-05	1562630	887872
1123.08	36179.5	3592.81	8.77186	4.98293	4132070	2.51162e-05	1575060	892078
1123.08	37435.9	3597.77	8.79266	4.99037	4136630	2.48857e-05	1586830	895983
1123.08	38692.3	3602.49	8.8119	4.99714	4140960	2.46721e-05	1597870	899591
1123.08	39948.7	3607	8.82992	5.00336	4145090	2.4472e-05	1608340	902962
1123.08	41205.1	3611.33	8.84682	5.0091	4149060	2.42842e-05	1618290	906121
1123.08	42461.5	3615.49	8.86266	5.01439	4152870	2.41084e-05	1627740	909083
1123.08	43717.9	3619.5	8.87755	5.01929	4156540	2.39434e-05	1636730	911871
1123.08	44974.4	3623.38	8.89163	5.02386	4160100	2.37878e-05	1645330	914510
1123.08	46230.8	3627.12	8.90489	5.02811	4163530	2.36417e-05	1653530	917004
1123.08	47487.2	3630.77	8.91753	5.03211	4166880	2.35028e-05	1661420	919386
1123.08	48743.6	3634.31	8.92956	5.03587	4170140	2.3371e-05	1669020	921661
1123.08	50000	3637.77	8.94105	5.03942	4173320	2.32459e-05	1676330	923840
1158.97	1000	2907.23	6.86329	3.71819	3336300	2.23884e-05	833545	401924
1158.97	2256.41	2912.4	6.88392	3.72334	3341480	2.21872e-05	841799	403752
1158.97	3512.82	2917.69	6.90462	3.7287	3346840	2.19936e-05	850102	405653
1158.97	4769.23	2923.17	6.92542	3.73435	3352440	2.18086e-05	858463	407647
1158.97	6025.64	2928.91	6.94644	3.74042	3358380	2.1634e-05	866921	409777
1158.97	7282.05	2935.07	6.96785	3.74712	3364840	2.14726e-05	875522	412110
1158.97	8538.46	3003.08	7.07947	3.85501	3448910	2.29037e-05	910055	446290
1158.97	9794.87	3113.05	7.41589	4.03644	3582750	2.29375e-05	1035760	507205
1158.97	11051.3	3124.7	7.45193	4.05394	3595730	2.28029e-05	1050480	513526
1158.97	12307.7	3129.2	7.47024	4.05947	3600280	2.26546e-05	1058680	515670
1158.97	13564.1	3133.62	7.48811	4.06484	3604740	2.25109e-05	1066720	517765
1158.97	14820.5	3154.03	7.54505	4.09976	3628470	2.25315e-05	1088680	530131
1158.97	16076.9	3348.51	7.94634	4.46338	3871220	2.7039e-05	1224950	667081
1158.97	17333.3	3479.61	8.257	4.74512	4033970	2.99568e-05	1327700	783476
1158.97	18589.7	3487.29	8.2898	4.76266	4041900	2.97589e-05	1341800	791020
1158.97	19846.2	3494.31	8.31938	4.77815	4049090	2.95711e-05	1354790	797775
1158.97	21102.6	3502.19	8.35451	4.79601	4056980	2.92986e-05	1370370	805564
1158.97	22359	3512.91	8.40662	4.82175	4067520	2.88316e-05	1393650	816727
1158.97	23615.4	3522.77	8.45436	4.84454	4077090	2.8386e-05	1415570	826777
1158.97	24871.8	3531.96	8.49877	4.86507	4085940	2.79583e-05	1436470	835976
1158.97	26128.2	3540.49	8.53962	4.88333	4094060	2.75525e-05	1456180	844297
1158.97	27384.6	3548.44	8.57742	4.89971	4101580	2.71683e-05	1474820	851881
1158.97	28641	3556.01	8.61312	4.91477	4108680	2.67985e-05	1492780	858951
1158.97	29897.4	3562.75	8.64415	4.92744	4114970	2.64715e-05	1508770	865026
1158.97	31153.8	3569.19	8.67346	4.93915	4120960	2.61591e-05	1524120	870712
1158.97	32410.3	3575.25	8.70056	4.9497	4126560	2.58671e-05	1538560	875920
1158.97	33666.7	3580.93	8.72544	4.95917	4131800	2.5597e-05	1552050	880672
1158.97	34923.1	3586.26	8.74821	4.96766	4136700	2.53486e-05	1564600	885005
1158.97	36179.5	3591.32	8.76939	4.97539	4141350	2.51162e-05	1576450	889014
1158.97	37435.9	3596.11	8.78896	4.9824	4145740	2.49009e-05	1587560	892710
1158.97	38692.3	3600.68	8.80714	4.9888	4149930	2.47005e-05	1598040	896141
1158.97	39948.7	3605.04	8.82411	4.99467	4153920	2.45133e-05	1607940	899339
1158.97	41205.1	3609.22	8.83995	5.00006	4157750	2.43387e-05	1617310	902328
1158.97	42461.5	3613.25	8.85481	5.00505	4161440	2.41751e-05	1626220	905136
1158.97	43717.9	3617.14	8.86891	5.0097	4165010	2.402e-05	1634760	907799
1158.97	44974.4	3620.91	8.8822	5.01404	4168460	2.38742e-05	1642910	910319
1158.97	46230.8	3624.57	8.89481	5.01811	4171820	2.37363e-05	1650720	912717
1158.97	47487.2	3628.14	8.90687	5.02194	4175090	2.36047e-05	1658270	915013
1158.97	48743.6	3631.62	8.91839	5.02557	4178290	2.34796e-05	1665550	917213
1158.97	50000	3635.02	8.92944	5.02901	4181420	2.336e-05	1672610	919332
1194.87	1000	2905.11	6.84811	3.70765	3340690	2.25784e-05	829923	399357
1194.87	2256.41	2910.34	6.86883	3.71287	3345930	2.23757e-05	838184	401203
1194.87	3512.82	2915.7	6.8896	3.71833	3351370	2.21814e-05	846486	403123
1194.87	4769.23	2921.26	6.91048	3.72409	3357060	2.19968e-05	854846	405145
1194.87	6025.64	2927.12	6.93158	3.73032	3363140	2.18238e-05	863299	407316
1194.87	7282.05	2933.43	6.95308	3.73724	3369810	2.16661e-05	871896	409712
1194.87	8538.46	3001.38	7.06282	3.84523	3454440	2.31401e-05	905486	443777
1194.87	9794.87	3109.46	7.39777	4.02377	3586400	2.31026e-05	1030450	503445
1194.87	11051.3	3121.14	7.4337	4.04119	3599460	2.29675e-05	1045110	509720
1194.87	12307.7	3125.76	7.4526	4.04696	3604130	2.28134e-05	1053500	511934
1194.87	13564.1	3130.3	7.47105	4.05261	3608720	2.26649e-05	1061750	514110
1194.87	14820.5	3144.07	7.51336	4.07522	3624340	2.25674e-05	1078650	522148
1194.87	16076.9	3247.55	7.72281	4.26253	3754330	2.49336e-05	1150160	590054
1194.87	17333.3	3427.76	8.10995	4.61858	3980810	2.91936e-05	1279570	731183
1194.87	18589.7	3475.43	8.234	4.72564	4039450	3.0059e-05	1321470	776123
1194.87	19846.2	3483.81	8.27025	4.7452	4048200	2.98495e-05	1336890	784447
1194.87	21102.6	3496.79	8.33353	4.77786	4061290	2.93359e-05	1364110	798246
1194.87	22359	3508.8	8.3922	4.8072	4073250	2.88371e-05	1390080	810854
1194.87	23615.4	3519.7	8.44533	4.83285	4083960	2.83635e-05	1414270	822076
1194.87	24871.8	3529.62	8.49344	4.85529	4093580	2.7917e-05	1436790	832066
1194.87	26128.2	3538.64	8.53677	4.87483	4102230	2.75005e-05	1457610	840921
1194.87	27384.6	3546.87	8.5759	4.89192	4110060	2.71134e-05	1476850	848797
1194.87	28641	3554.42	8.61125	4.9069	4117170	2.67554e-05	1494640	855822
1194.87	29897.4	3561.33	8.64295	4.91997	4123630	2.64286e-05	1510920	862060
1194.87	31153.8	3567.74	8.67186	4.93158	4129600	2.6126e-05	1526060	867692
1194.87	32410.3	3573.69	8.69806	4.94184	4135110	2.58484e-05	1540040	872758
1194.87	33666.7	3579.23	8.72191	4.95098	4140230	2.55937e-05	1552980	877348
1194.87	34923.1	3584.44	8.74375	4.95916	4145020	2.53585e-05	1565040	881531
1194.87	36179.5	3589.35	8.76388	4.96656	4149540	2.51407e-05	1576320	885375
1194.87	37435.9	3594	8.78241	4.97324	4153810	2.49395e-05	1586870	888908
1194.87	38692.3	3598.43	8.7996	4.97933	4157870	2.47528e-05	1596790	892186
1194.87	39948.7	3602.68	8.81572	4.98495	4161770	2.4577e-05	1606220	895256
1194.87	41205.1	3606.77	8.83084	4.99013	4165510	2.44123e-05	1615170	898136
1194.87	42461.5	3610.71	8.84507	4.99494	4169120	2.42572e-05	1623710	900851
1194.87	43717.9	3614.51	8.85845	4.99941	4172610	2.41118e-05	1631830	903413
1194.87	44974.4	3618.21	8.87127	5.00362	4176010	2.39725e-05	1639700	905865
1194.87	46230.8	3621.81	8.88341	5.00757	4179310	2.38412e-05	1647220	908196
1194.87	47487.2	3625.33	8.89506	5.01132	4182540	2.37152e-05	1654520	910439
1194.87	48743.6	3628.76	8.90621	5.01486	4185690	2.35952e-05	1661570	912591
1194.87	50000	3632.14	8.91703	5.01826	4188800	2.34789e-05	1668460	914681
1230.77	1000	2903.01	6.83284	3.69711	3344820	2.27718e-05	826283	396801
1230.77	2256.41	2908.3	6.85367	3.70242	3350130	2.25679e-05	834553	398667
1230.77	3512.82	2913.74	6.87453	3.70798	3355650	2.23733e-05	842859	400613
1230.77	4769.23	2919.41	6.8955	3.71388	3361460	2.21894e-05	851222	402671
1230.77	6025.64	2925.4	6.9167	3.7203	3367710	2.20188e-05	859676	404894
1230.77	7282.05	2931.92	6.93833	3.72751	3374650	2.18662e-05	868276	407371
1230.77	8538.46	2954.22	6.98163	3.76061	3401730	2.21491e-05	882925	417792
1230.77	9794.87	3105.97	7.37952	4.01117	3589810	2.32725e-05	1025110	499734
1230.77	11051.3	3117.38	7.4146	4.02801	3602590	2.31362e-05	1039430	505791
1230.77	12307.7	3122.14	7.43416	4.03408	3607410	2.29764e-05	1048050	508092
1230.77	13564.1	3126.79	7.45315	4.03995	3612110	2.28223e-05	1056480	510331
1230.77	14820.5	3137.97	7.48862	4.05769	3624680	2.27106e-05	1070870	516663
1230.77	16076.9	3161.97	7.5569	4.09928	3652670	2.26809e-05	1097240	531340
1230.77	17333.3	3340.94	7.90669	4.43182	3881150	2.73431e-05	1213680	656195
1230.77	18589.7	3463.41	8.17791	4.68846	4036220	3.03579e-05	1301180	761314
1230.77	19846.2	3475.57	8.23539	4.7186	4048610	2.99101e-05	1325400	773843
1230.77	21102.6	3489.45	8.30278	4.75358	4062740	2.93834e-05	1354170	788496
1230.77	22359	3502.87	8.3684	4.78686	4076290	2.88582e-05	1382870	802650
1230.77	23615.4	3515.1	8.42817	4.81625	4088490	2.83589e-05	1409760	815371
1230.77	24871.8	3526.01	8.48127	4.84148	4099220	2.78944e-05	1434330	826494
1230.77	26128.2	3535.74	8.52815	4.86301	4108670	2.7467e-05	1456640	836163
1230.77	27384.6	3544.38	8.56915	4.88124	4116970	2.70801e-05	1476650	844503
1230.77	28641	3552.17	8.60553	4.89692	4124370	2.67265e-05	1494830	851804
1230.77	29897.4	3559.19	8.63752	4.91033	4130980	2.64088e-05	1511170	858166
1230.77	31153.8	3565.59	8.66606	4.92197	4136980	2.61198e-05	1526060	863790
1230.77	32410.3	3571.51	8.69188	4.93223	4142500	2.5854e-05	1539790	868837
1230.77	33666.7	3576.95	8.71483	4.94115	4147540	2.56157e-05	1552210	873311
1230.77	34923.1	3582.08	8.73601	4.94919	4152280	2.53931e-05	1563880	877413
1230.77	36179.5	3586.88	8.75524	4.95636	4156710	2.51899e-05	1574650	881136
1230.77	37435.9	3591.44	8.77308	4.96289	4160910	2.50006e-05	1584780	884583
1230.77	38692.3	3595.83	8.78985	4.9689	4164940	2.48212e-05	1594450	887809
1230.77	39948.7	3599.98	8.80521	4.97433	4168750	2.46572e-05	1603420	890778
1230.77	41205.1	3603.99	8.81975	4.97939	4172440	2.45016e-05	1612030	893584
1230.77	42461.5	3607.87	8.83351	4.9841	4176000	2.43542e-05	1620270	896240
1230.77	43717.9	3611.64	8.84656	4.98851	4179460	2.42144e-05	1628170	898763
1230.77	44974.4	3615.3	8.85899	4.99265	4182820	2.40812e-05	1635790	901168
1230.77	46230.8	3618.86	8.87085	4.99656	4186100	2.39544e-05	1643130	903470
1230.77	47487.2	3622.36	8.88226	5.00027	4189310	2.38325e-05	1650260	905688
1230.77	48743.6	3625.78	8.89328	5.00381	4192460	2.37149e-05	1657210	907829
1230.77	50000	3629.14	8.90388	5.00719	4195550	2.36022e-05	1663950	909897
1266.67	1000	2900.93	6.81751	3.68656	3348720	2.29693e-05	822629	394258
1266.67	2256.41	2906.3	6.83844	3.69198	3354110	2.27644e-05	830909	396148
1266.67	3512.82	2911.83	6.8594	3.69766	3359740	2.25698e-05	839222	398126
1266.67	4769.23	2917.61	6.88048	3.70373	3365700	2.23873e-05	847590	400228
1266.67	6025.64	2923.77	6.90181	3.71039	3372160	2.222e-05	856050	402515
1266.67	7282.05	2930.55	6.92358	3.71796	3379410	2.20743e-05	864656	405096
1266.67	8538.46	2938.41	6.94621	3.72712	3388070	2.19623e-05	873526	408188
1266.67	9794.87	3075.63	7.27588	3.95452	3559640	2.34592e-05	986890	480973
1266.67	11051.3	3113.45	7.39473	4.01446	3605190	2.33093e-05	1033480	501760
1266.67	12307.7	3118.34	7.41487	4.0208	3610140	2.31438e-05	1042290	504135
1266.67	13564.1	3123.12	7.43449	4.02694	3614990	2.29839e-05	1050930	506451
1266.67	14820.5	3132.3	7.46483	4.04097	3625170	2.28585e-05	1063450	511486
1266.67	16076.9	3154.63	7.52804	4.07906	3651290	2.28258e-05	1087920	524892
1266.67	17333.3	3187.53	7.61589	4.13718	3690480	2.29371e-05	1121380	545587
1266.67	18589.7	3433.02	8.09995	4.61365	4006990	2.96596e-05	1278050	730745
1266.67	19846.2	3467.01	8.19934	4.69087	4047950	2.99429e-05	1313660	762889
1266.67	21102.6	3480.5	8.26383	4.72433	4061750	2.94494e-05	1341100	776822
1266.67	22359	3494.85	8.3336	4.7601	4076410	2.89169e-05	1371290	791880
1266.67	23615.4	3508.47	8.40022	4.79346	4090220	2.83952e-05	1400840	806151
1266.67	24871.8	3520.68	8.4597	4.82238	4102430	2.79104e-05	1427960	818747
1266.67	26128.2	3531.35	8.51121	4.84666	4112960	2.74728e-05	1452110	829518
1266.67	27384.6	3540.65	8.55543	4.86685	4122040	2.70821e-05	1473400	838647
1266.67	28641	3548.82	8.59347	4.8837	4129910	2.67347e-05	1492170	846412
1266.67	29897.4	3556.1	8.62661	4.89795	4136860	2.64229e-05	1508920	853106
1266.67	31153.8	3562.63	8.6555	4.91003	4143040	2.61446e-05	1523850	858893
1266.67	32410.3	3568.58	8.68116	4.92048	4148630	2.58922e-05	1537380	863994
1266.67	33666.7	3574.06	8.70411	4.92961	4153750	2.5663e-05	1549710	868536
1266.67	34923.1	3579.17	8.7249	4.9377	4158510	2.54526e-05	1561090	872632
1266.67	36179.5	3583.96	8.74386	4.94492	4162950	2.5259e-05	1571640	876357
1266.67	37435.9	3588.47	8.76123	4.95141	4167130	2.50801e-05	1581460	879767
1266.67	38692.3	3592.81	8.77754	4.95739	4171140	2.4911e-05	1590810	882958
1266.67	39948.7	3596.94	8.79262	4.96282	4174940	2.47538e-05	1599580	885910
1266.67	41205.1	3600.94	8.80698	4.9679	4178630	2.46033e-05	1608050	888715
1266.67	42461.5	3604.78	8.82036	4.97257	4182170	2.44629e-05	1616030	891335
1266.67	43717.9	3608.55	8.83334	4.97703	4185640	2.43263e-05	1623860	893869
1266.67	44974.4	3612.2	8.84558	4.98118	4188990	2.41975e-05	1631320	896263
1266.67	46230.8	3615.76	8.85731	4.98511	4192270	2.40739e-05	1638550	898563
1266.67	47487.2	3619.25	8.86862	4.98884	4195480	2.39546e-05	1645590	900779
1266.67	48743.6	3622.67	8.87952	4.99241	4198630	2.38397e-05	1652440	902918
1266.67	50000	3626.04	8.8901	4.99583	4201730	2.37282e-05	1659140	904996
1302.56	1000	2898.87	6.80209	3.67602	3352450	2.31716e-05	818960	391729
1302.56	2256.41	2904.33	6.82314	3.68156	3357940	2.2966e-05	827252	393649
1302.56	3512.82	2909.97	6.84423	3.6874	3363690	2.27717e-05	835577	395666
1302.56	4769.23	2915.89	6.86543	3.69367	3369820	2.25913e-05	843953	397821
1302.56	6025.64	2922.25	6.8869	3.70061	3376530	2.24287e-05	852423	400188
1302.56	7282.05	2929.34	6.90887	3.70862	3384190	2.22917e-05	861050	402898
1302.56	8538.46	2937.74	6.93182	3.71856	3393550	2.21967e-05	869959	406220
1302.56	9794.87	3013.71	7.06578	3.84147	3489810	2.37209e-05	911629	444729
1302.56	11051.3	3109.35	7.37425	4.00062	3607320	2.34858e-05	1027320	497650
1302.56	12307.7	3114.36	7.39491	4.00717	3612390	2.33146e-05	1036300	500085
1302.56	13564.1	3119.25	7.41502	4.01352	3617360	2.31497e-05	1045100	502459
1302.56	14820.5	3126.94	7.44172	4.02483	3625740	2.30107e-05	1056290	506541
1302.56	16076.9	3148.04	7.50102	4.06028	3650500	2.29775e-05	1079280	518982
1302.56	17333.3	3175.65	7.5765	4.10814	3683190	2.30005e-05	1108330	535950
1302.56	18589.7	3323.73	7.87005	4.38142	3873580	2.65886e-05	1207910	638052
1302.56	19846.2	3458.52	8.16375	4.66336	4046830	2.99688e-05	1302170	752124
1302.56	21102.6	3470.74	8.22073	4.6928	4059360	2.95369e-05	1326420	764338
1302.56	22359	3485.08	8.28961	4.7283	4074130	2.90265e-05	1355990	779155
1302.56	23615.4	3499.76	8.36096	4.76458	4089190	2.84962e-05	1387210	794488
1302.56	24871.8	3513.33	8.42705	4.79744	4102990	2.79924e-05	1416850	808607
1302.56	26128.2	3525.25	8.48473	4.82533	4114970	2.75357e-05	1443430	820811
1302.56	27384.6	3535.45	8.53335	4.84823	4125110	2.7138e-05	1466420	831019
1302.56	28641	3544.28	8.57456	4.86704	4133760	2.67869e-05	1486440	839571
1302.56	29897.4	3551.95	8.60949	4.88256	4141200	2.64803e-05	1503810	846765
1302.56	31153.8	3558.76	8.63963	4.89559	4147740	2.6208e-05	1519150	852920
1302.56	32410.3	3564.91	8.6661	4.9067	4153590	2.59616e-05	1532930	858278
1302.56	33666.7	3570.51	8.68943	4.91627	4158880	2.57407e-05	1545310	862982
1302.56	34923.1	3575.69	8.71045	4.92469	4163750	2.55376e-05	1556690	867196
1302.56	36179.5	3580.54	8.72954	4.93216	4168290	2.53506e-05	1567200	871010
1302.56	37435.9	3585.11	8.74701	4.93886	4172550	2.51774e-05	1576980	874491
1302.56	38692.3	3589.46	8.76325	4.94496	4176590	2.50144e-05	1586220	877719
1302.56	39948.7	3593.62	8.77836	4.95054	4180440	2.48617e-05	1594940	880718
1302.56	41205.1	3597.63	8.79263	4.95571	4184150	2.47164e-05	1603280	883544
1302.56	42461.5	3601.51	8.80609	4.9605	4187730	2.45784e-05	1611260	886207
1302.56	43717.9	3605.27	8.8189	4.965	4191200	2.44467e-05	1618930	888743
1302.56	44974.4	3608.93	8.83115	4.96923	4194580	2.432e-05	1626360	891164
1302.56	46230.8	3612.51	8.84291	4.97324	4197880	2.41981e-05	1633560	893489
1302.56	47487.2	3616.02	8.85422	4.97705	4201110	2.40806e-05	1640560	895724
1302.56	48743.6	3619.45	8.86513	4.98068	4204280	2.39673e-05	1647370	897884
1302.56	50000	3622.83	8.87571	4.98415	4207390	2.3857e-05	1654030	899976
1338.46	1000	2896.85	6.78662	3.6655	3356050	2.33792e-05	815277	389218
1338.46	2256.41	2902.4	6.80779	3.67118	3361640	2.31732e-05	823584	391173
1338.46	3512.82	2908.17	6.82902	3.6772	3367540	2.29799e-05	831925	393237
1338.46	4769.23	2914.26	6.85036	3.68371	3373870	2.28025e-05	840313	395457
1338.46	6025.64	2920.86	6.87201	3.69099	3380900	2.26459e-05	848801	397922
1338.46	7282.05	2928.32	6.89421	3.69955	3389050	2.25203e-05	857450	400789
1338.46	8538.46	2937.36	6.91756	3.71041	3399260	2.2446e-05	866418	404390
1338.46	9794.87	3002.34	7.01437	3.81392	3482450	2.40121e-05	894900	436720
1338.46	11051.3	3105.1	7.35325	3.98652	3609020	2.36651e-05	1020970	493475
1338.46	12307.7	3110.23	7.37439	3.99329	3614220	2.34892e-05	1030100	495969
1338.46	13564.1	3115.25	7.39498	3.99981	3619300	2.33187e-05	1039070	498393
1338.46	14820.5	3121.83	7.41909	4.00913	3626330	2.31673e-05	1049310	501775
1338.46	16076.9	3142	7.47531	4.04252	3650060	2.31344e-05	1071140	513465
1338.46	17333.3	3167.53	7.5446	4.08608	3680380	2.31522e-05	1097850	528852
1338.46	18589.7	3200.77	7.63366	4.14467	3720140	2.32316e-05	1132060	549837
1338.46	19846.2	3450.12	8.12847	4.63621	4045400	3.00027e-05	1290790	741582
1338.46	21102.6	3461.03	8.17797	4.66158	4056600	2.96288e-05	1311920	752091
1338.46	22359	3474.37	8.2407	4.694	4070410	2.91737e-05	1338710	765532
1338.46	23615.4	3489.25	8.31217	4.73072	4085820	2.86612e-05	1369620	780883
1338.46	24871.8	3503.97	8.38353	4.76686	4101010	2.81466e-05	1401110	796206
1338.46	26128.2	3517.25	8.4478	4.79874	4114580	2.76719e-05	1430170	809950
1338.46	27384.6	3528.65	8.50227	4.8251	4126100	2.72563e-05	1455440	821525
1338.46	28641	3538.42	8.54817	4.84674	4135850	2.68936e-05	1477290	831205
1338.46	29897.4	3546.74	8.58625	4.86421	4144060	2.65819e-05	1495880	839176
1338.46	31153.8	3554.03	8.61874	4.8787	4151170	2.63063e-05	1512140	845918
1338.46	32410.3	3560.49	8.64668	4.89085	4157410	2.60632e-05	1526420	851686
1338.46	33666.7	3566.33	8.67113	4.90123	4163010	2.58451e-05	1539190	856707
1338.46	34923.1	3571.7	8.69293	4.91024	4168100	2.56451e-05	1550820	861151
1338.46	36179.5	3576.68	8.71258	4.91817	4172810	2.54613e-05	1561500	865141
1338.46	37435.9	3581.36	8.7305	4.92525	4177200	2.5291e-05	1571410	868768
1338.46	38692.3	3585.79	8.74701	4.93164	4181350	2.5132e-05	1580690	872102
1338.46	39948.7	3590.02	8.76241	4.93747	4185290	2.49813e-05	1589480	875195
1338.46	41205.1	3594.08	8.77684	4.94283	4189070	2.48386e-05	1597840	878089
1338.46	42461.5	3598	8.79047	4.94781	4192710	2.47027e-05	1605840	880821
1338.46	43717.9	3601.8	8.80338	4.95245	4196220	2.45731e-05	1613500	883404
1338.46	44974.4	3605.51	8.81579	4.95683	4199650	2.44475e-05	1620960	885879
1338.46	46230.8	3609.12	8.82766	4.96096	4202990	2.43269e-05	1628170	888247
1338.46	47487.2	3612.66	8.83908	4.96489	4206260	2.42103e-05	1635180	890524
1338.46	48743.6	3616.12	8.85008	4.96862	4209450	2.40976e-05	1642000	892717
1338.46	50000	3619.53	8.86079	4.9722	4212600	2.39877e-05	1648690	894848
1374.36	1000	2894.86	6.77107	3.65501	3359560	2.35929e-05	811581	386727
1374.36	2256.41	2900.52	6.79239	3.66084	3365270	2.33868e-05	819905	388722
1374.36	3512.82	2906.44	6.81376	3.66707	3371340	2.31953e-05	828262	390841
1374.36	4769.23	2912.73	6.83529	3.67387	3377920	2.3022e-05	836672	393141
1374.36	6025.64	2919.62	6.85714	3.68157	3385320	2.28732e-05	845181	395724
1374.36	7282.05	2927.53	6.87964	3.69077	3394060	2.27614e-05	853872	398783
1374.36	8538.46	2937.3	6.9034	3.7027	3405270	2.27126e-05	862890	402704
1374.36	9794.87	3001.55	6.99684	3.80496	3488110	2.43098e-05	890023	434557
1374.36	11051.3	3099.25	7.32287	3.96937	3608430	2.38847e-05	1010870	488314
